UniProt1	UniProt2	symbol1	symbol2	evidence type	heart
P02545	P46109	LMNA	CRKL	exp	1
P02545	Q86V81	LMNA	ALYREF	exp	1
P02545	Q9NUH8	LMNA	TMEM14B	exp	1
P02545	P33993	LMNA	MCM7	exp	1
P02545	Q9UKM9	LMNA	RALY	exp	1
P02545	Q9Y2W1	LMNA	THRAP3	exp	1
P02545	Q9H0R8	LMNA	GABARAPL1	exp	1
P02545	Q9BQS8	LMNA	FYCO1	exp	1
P02545	P49327	LMNA	FASN	exp	1
P02545	Q9Y6X4	LMNA	FAM169A	exp	1
P02545	Q9Y2X3	LMNA	NOP58	exp	1
P02545	P51003	LMNA	PAPOLA	exp	1
P02545	Q9GZR7	LMNA	DDX24	exp	1
P02545	Q8WVX3	LMNA	C4orf3	exp	1
P02545	Q16600	LMNA	ZNF239	exp;pred	1
P02545	Q9H3U1	LMNA	UNC45A	exp	1
P02545	Q14676	LMNA	MDC1	exp	1
P02545	Q8N5M9	LMNA	JAGN1	exp	1
P02545	P54315	LMNA	PNLIPRP1	exp	1
P02545	Q15014	LMNA	MORF4L2	exp	1
P02545	Q99525	LMNA	HIST1H4G	exp	1
P02545	P51610	LMNA	HCFC1	exp	1
P02545	P11217	LMNA	PYGM	exp	1
P02545	P0C0S5	LMNA	H2AFZ	exp	1
P02545	P07942	LMNA	LAMB1	exp	1
P02545	Q969F0	LMNA	FATE1	exp	1
P02545	P13995	LMNA	MTHFD2	exp	1
P02545	P62314	LMNA	SNRPD1	exp	1
P02545	Q5VWP3	LMNA	MLIP	exp;ortho	1
P02545	Q96IV6	LMNA	FAXDC2	exp	1
P02545	Q13263	LMNA	TRIM28	exp;ortho	1
P02545	Q9Y6G1	LMNA	TMEM14A	exp	1
P02545	Q96HA1	LMNA	POM121	exp	1
P02545	P17036	LMNA	ZNF3	exp	1
P02545	Q96KC8	LMNA	DNAJC1	exp	1
P02545	P63104	LMNA	YWHAZ	exp	1
P02545	Q9Y6D0	LMNA	SELENOK	exp	1
P02545	P27449	LMNA	ATP6V0C	exp	1
P02545	Q9NZ43	LMNA	USE1	exp	1
P02545	Q0D2I5	LMNA	IFFO1	exp	1
P02545	Q8N6R1	LMNA	SERP2	exp	1
P02545	P49759	LMNA	CLK1	exp	1
P02545	Q9NX24	LMNA	NHP2	exp	1
P02545	P35232	LMNA	PHB	exp	1
P02545	P11215	LMNA	ITGAM	exp	1
P02545	Q9BQB6	LMNA	VKORC1	exp	1
P02545	Q15233	LMNA	NONO	exp	1
P02545	Q96I36	LMNA	COX14	exp	1
P02545	Q13418	LMNA	ILK	exp	1
P02545	Q9UQR0	LMNA	SCML2	exp	1
P02545	Q12768	LMNA	WASHC5	exp	1
P02545	Q9NZ63	LMNA	C9orf78	exp	1
P02545	P29692	LMNA	EEF1D	exp	1
P02545	P09601	LMNA	HMOX1	exp	1
P02545	Q13021	LMNA	MALL	exp	1
P02545	Q96LZ7	LMNA	RMDN2	exp	1
P02545	P37268	LMNA	FDFT1	exp	1
P02545	Q53TN4	LMNA	CYBRD1	exp	1
P02545	Q08945	LMNA	SSRP1	exp	1
P02545	P60709	LMNA	ACTB	exp;pred	1
P02545	P04637	LMNA	TP53	exp;pred	1
P02545	P12236	LMNA	SLC25A6	exp	1
P02545	P08631	LMNA	HCK	exp	1
P02545	Q9NS64	LMNA	RPRM	exp	1
P02545	Q14849	LMNA	STARD3	exp	1
P02545	Q16853	LMNA	AOC3	exp	1
P02545	Q99469	LMNA	STAC	exp	1
P02545	P14866	LMNA	HNRNPL	exp	1
P02545	P98175	LMNA	RBM10	exp;ortho	1
P02545	P62081	LMNA	RPS7	exp	1
P02545	Q5MCW4	LMNA	ZNF569	exp	1
P02545	P63172	LMNA	DYNLT1	exp	1
P02545	P61244	LMNA	MAX	exp	1
P02545	Q12846	LMNA	STX4	exp	1
P02545	Q8WY98	LMNA	TMEM234	exp	1
P02545	Q13190	LMNA	STX5	exp	1
P02545	Q02878	LMNA	RPL6	exp	1
P02545	P43378	LMNA	PTPN9	exp	1
P02545	P62995	LMNA	TRA2B	exp	1
P02545	Q5SV97	LMNA	PERM1	exp	1
P02545	P12319	LMNA	FCER1A	exp	1
P02545	P49792	LMNA	RANBP2	exp	1
P02545	P07204	LMNA	THBD	exp	1
P02545	Q9UNK0	LMNA	STX8	exp	1
P02545	Q8WUM0	LMNA	NUP133	exp	1
P02545	P27694	LMNA	RPA1	exp	1
P02545	Q13155	LMNA	AIMP2	exp	1
P02545	Q96A57	LMNA	TMEM230	exp	1
P02545	P78362	LMNA	SRPK2	exp	1
P02545	Q9P0S9	LMNA	TMEM14C	exp	1
P02545	Q6PI78	LMNA	TMEM65	exp	1
P02545	P09874	LMNA	PARP1	exp	1
P02545	P09913	LMNA	IFIT2	exp	1
P02545	Q9BVC6	LMNA	TMEM109	exp	1
P02545	P61081	LMNA	UBE2M	exp	1
P02545	Q03518	LMNA	TAP1	exp	1
P02545	Q8N138	LMNA	ORMDL3	exp	1
P02545	P19320	LMNA	VCAM1	exp	1
P02545	Q9BYN8	LMNA	MRPS26	exp	1
P02545	P05141	LMNA	SLC25A5	exp	1
P02545	Q92917	LMNA	GPKOW	exp	1
P02545	Q9Y2U8	LMNA	LEMD3	exp;ortho	1
P02545	Q9NRM7	LMNA	LATS2	exp	1
P02545	P68400	LMNA	CSNK2A1	exp	1
P02545	Q9UHR5	LMNA	SAP30BP	exp	1
P02545	Q96CX2	LMNA	KCTD12	exp	1
P02545	Q13322	LMNA	GRB10	exp	1
P02545	Q8IY49	LMNA	MMD2	exp	1
P02545	Q9NTJ5	LMNA	SACM1L	exp	1
P02545	Q92520	LMNA	FAM3C	exp	1
P02545	Q9Y287	LMNA	ITM2B	exp	1
P02545	Q9ULW0	LMNA	TPX2	exp	1
P02545	P21333	LMNA	FLNA	exp;pred	1
P02545	Q6PL45	LMNA	BRICD5	exp	1
P02545	Q6P499	LMNA	NIPAL3	exp	1
P02545	Q15836	LMNA	VAMP3	exp	1
P02545	P16104	LMNA	H2AFX	exp;ortho	1
P02545	Q9NZC7	LMNA	WWOX	exp	1
P02545	P25067	LMNA	COL8A2	exp	1
P02545	P35637	LMNA	FUS	exp	1
P02545	P23763	LMNA	VAMP1	exp	1
P02545	P24941	LMNA	CDK2	exp;pred	1
P02545	P62753	LMNA	RPS6	exp	1
P02545	P29972	LMNA	AQP1	exp	1
P02545	P61221	LMNA	ABCE1	exp	1
P02545	Q99685	LMNA	MGLL	exp	1
P02545	Q9Y6X1	LMNA	SERP1	exp	1
P02545	P02545	LMNA	LMNA	exp	1
P02545	Q13642	LMNA	FHL1	exp	1
P02545	P49790	LMNA	NUP153	exp	1
P02545	Q9NVP1	LMNA	DDX18	exp	1
P02545	P46087	LMNA	NOP2	exp	1
P02545	Q9Y265	LMNA	RUVBL1	exp	1
P02545	P26368	LMNA	U2AF2	exp	1
P02545	P31358	LMNA	CD52	exp	1
P02545	P67809	LMNA	YBX1	exp	1
P02545	P17480	LMNA	UBTF	exp	1
P02545	P08559	LMNA	PDHA1	exp	1
P02545	Q9UI14	LMNA	RABAC1	exp	1
P02545	Q86UE4	LMNA	MTDH	exp	1
P02545	P12544	LMNA	GZMA	exp	1
P02545	Q9HC62	LMNA	SENP2	exp	1
P02545	P05161	LMNA	ISG15	exp	1
P02545	Q5UIP0	LMNA	RIF1	exp	1
P02545	P41732	LMNA	TSPAN7	exp	1
P02545	Q9NV56	LMNA	MRGBP	exp	1
P02545	P63027	LMNA	VAMP2	exp	1
P02545	P42166	LMNA	TMPO	exp;pred	1
P02545	P11387	LMNA	TOP1	exp	1
P02545	Q9UH99	LMNA	SUN2	exp;ortho	1
P02545	P52744	LMNA	ZNF138	exp	1
P02545	P63279	LMNA	UBE2I	exp;ortho;pred	1
P02545	P36957	LMNA	DLST	exp	1
P02545	Q86Y07	LMNA	VRK2	exp	1
P02545	Q96S97	LMNA	MYADM	exp	1
P02545	Q9NQC3	LMNA	RTN4	exp	1
P02545	Q9BUN8	LMNA	DERL1	exp	1
P02545	P36873	LMNA	PPP1CC	exp	1
P02545	Q9ULM2	LMNA	ZNF490	exp	1
P02545	Q9BTX3	LMNA	TMEM208	exp	1
P02545	Q14241	LMNA	ELOA	exp	1
P02545	Q9NPR9	LMNA	GPR108	exp	1
P02545	Q8IV20	LMNA	LACC1	exp	1
P02545	P62913	LMNA	RPL11	exp	1
P02545	P22626	LMNA	HNRNPA2B1	exp	1
P02545	Q6ZMT1	LMNA	STAC2	exp	1
P02545	Q96GC9	LMNA	VMP1	exp	1
P02545	P62316	LMNA	SNRPD2	exp	1
P02545	Q8N6L0	LMNA	CCDC155	exp	1
P02545	P08133	LMNA	ANXA6	exp	1
P02545	Q9BU79	LMNA	TMEM243	exp	1
P02545	Q5VZY2	LMNA	PLPP4	exp	1
P02545	Q9NQC7	LMNA	CYLD	exp	1
P02545	Q9NRC8	LMNA	SIRT7	exp	1
P02545	P05090	LMNA	APOD	exp	1
P02545	P52655	LMNA	GTF2A1	exp	1
P02545	Q12905	LMNA	ILF2	exp	1
P02545	Q00536	LMNA	CDK16	exp	1
P02545	P49447	LMNA	CYB561	exp	1
P02545	Q9BZF1	LMNA	OSBPL8	exp	1
P02545	P13984	LMNA	GTF2F2	exp	1
P02545	P02751	LMNA	FN1	exp	1
P02545	Q13243	LMNA	SRSF5	exp	1
P02545	Q96T60	LMNA	PNKP	exp	1
P02545	P46060	LMNA	RANGAP1	exp	1
P02545	P51991	LMNA	HNRNPA3	exp	1
P02545	P16403	LMNA	HIST1H1C	exp	1
P02545	Q9UKV3	LMNA	ACIN1	exp	1
P02545	Q9UBU8	LMNA	MORF4L1	exp	1
P02545	Q13416	LMNA	ORC2	exp	1
P02545	Q96A33	LMNA	CCDC47	exp	1
P02545	Q12899	LMNA	TRIM26	exp	1
P02545	Q9Y5M8	LMNA	SRPRB	exp	1
P02545	Q8NHU3	LMNA	SGMS2	exp	1
P02545	Q15797	LMNA	SMAD1	exp	1
P02545	Q12983	LMNA	BNIP3	exp	1
P02545	Q9Y5K6	LMNA	CD2AP	exp	1
P02545	Q8NC56	LMNA	LEMD2	exp	1
P02545	P17252	LMNA	PRKCA	exp;pred	1
P02545	Q12906	LMNA	ILF3	exp	1
P02545	P52294	LMNA	KPNA1	exp	1
P02545	Q9BQA9	LMNA	C17orf62	exp	1
P02545	P17152	LMNA	TMEM11	exp	1
P02545	Q9Y548	LMNA	YIPF1	exp	1
P02545	Q14258	LMNA	TRIM25	exp	1
P02545	Q9UKR5	LMNA	ERG28	exp	1
P02545	Q13277	LMNA	STX3	exp	1
P04049	Q9Y2T4	RAF1	PPP2R2C	exp	1
P04049	Q9C004	RAF1	SPRY4	exp	1
P04049	Q12769	RAF1	NUP160	exp	1
P04049	P46934	RAF1	NEDD4	exp	1
P04049	P62879	RAF1	GNB2	exp	1
P04049	Q12968	RAF1	NFATC3	exp	1
P04049	Q96PU5	RAF1	NEDD4L	exp	1
P04049	Q12967	RAF1	RALGDS	exp;pred	1
P04049	P34932	RAF1	HSPA4	exp;pred	1
P04049	Q00872	RAF1	MYBPC1	exp	1
P04049	Q9UHA2	RAF1	SS18L2	exp	1
P04049	P12931	RAF1	SRC	exp;pred	1
P04049	Q92934	RAF1	BAD	exp;pred	1
P04049	P30153	RAF1	PPP2R1A	exp;pred	1
P04049	Q9Y2Z0	RAF1	SUGT1	exp	1
P04049	Q96S59	RAF1	RANBP9	exp	1
P04049	P08238	RAF1	HSP90AB1	exp;pred	1
P04049	P10809	RAF1	HSPD1	exp;pred	1
P04049	Q13489	RAF1	BIRC3	exp;pred	1
P04049	P36507	RAF1	MAP2K2	exp;pred	1
P04049	Q8IVD9	RAF1	NUDCD3	exp	1
P04049	Q96S96	RAF1	PEBP4	exp;pred	1
P04049	Q99933	RAF1	BAG1	exp;pred	1
P04049	P51168	RAF1	SCNN1B	exp;ortho	1
P04049	Q13200	RAF1	PSMD2	exp	1
P04049	P53805	RAF1	RCAN1	exp;pred	1
P04049	Q08999	RAF1	RBL2	exp;pred	1
P04049	P15056	RAF1	BRAF	exp;ortho;pred	1
P04049	P62714	RAF1	PPP2CB	exp;pred	1
P04049	Q86XI2	RAF1	NCAPG2	exp	1
P04049	Q16659	RAF1	MAPK6	exp;pred	1
P04049	P17612	RAF1	PRKACA	exp;pred	1
P04049	Q02750	RAF1	MAP2K1	exp;ortho;pred	1
P04049	Q9HB71	RAF1	CACYBP	exp	1
P04049	Q9HCE1	RAF1	MOV10	exp	1
P04049	Q15051	RAF1	IQCB1	exp	1
P04049	Q13418	RAF1	ILK	exp;pred	1
P04049	Q96D21	RAF1	RASD2	exp;pred	1
P04049	P53041	RAF1	PPP5C	exp;pred	1
P04049	P35609	RAF1	ACTN2	exp	1
P04049	P55211	RAF1	CASP9	exp;pred	1
P04049	Q13976	RAF1	PRKG1	exp;pred	1
P04049	P35232	RAF1	PHB	exp;pred	1
P04049	Q13188	RAF1	STK3	exp;ortho;pred	1
P04049	P46109	RAF1	CRKL	exp;pred	1
P04049	P43246	RAF1	MSH2	exp	1
P04049	P30556	RAF1	AGTR1	exp;pred	1
P04049	P32121	RAF1	ARRB2	exp;pred	1
P04049	Q8WUM0	RAF1	NUP133	exp	1
P04049	P21796	RAF1	VDAC1	exp	1
P04049	Q8TAT6	RAF1	NPLOC4	exp	1
P04049	Q9NVR2	RAF1	INTS10	exp	1
P04049	P23458	RAF1	JAK1	exp;pred	1
P04049	Q7Z6Z7	RAF1	HUWE1	exp	1
P04049	P57078	RAF1	RIPK4	exp	1
P04049	Q96B97	RAF1	SH3KBP1	exp;pred	1
P04049	Q7Z569	RAF1	BRAP	exp;ortho;pred	1
P04049	P31947	RAF1	SFN	exp;pred	1
P04049	P31749	RAF1	AKT1	exp;pred	1
P04049	P55072	RAF1	VCP	exp	1
P04049	P57740	RAF1	NUP107	exp	1
P04049	P05783	RAF1	KRT18	exp;pred	1
P04049	Q9UBU9	RAF1	NXF1	exp	1
P04049	P28300	RAF1	LOX	exp;ortho	1
P04049	P30305	RAF1	CDC25B	exp;pred	1
P04049	Q9BRX9	RAF1	WDR83	exp	1
P04049	P30086	RAF1	PEBP1	exp;pred	1
P04049	P31948	RAF1	STIP1	exp	1
P04049	P25490	RAF1	YY1	exp	1
P04049	Q00577	RAF1	PURA	exp	1
P04049	P10114	RAF1	RAP2A	exp;pred	1
P04049	P46019	RAF1	PHKA2	exp	1
P04049	P06241	RAF1	FYN	exp;pred	1
P04049	P31689	RAF1	DNAJA1	exp	1
P04049	Q96T76	RAF1	MMS19	exp	1
P04049	P10275	RAF1	AR	exp;pred	1
P04049	P11021	RAF1	HSPA5	exp;pred	1
P04049	Q99708	RAF1	RBBP8	exp;pred	1
P04049	Q5TAQ9	RAF1	DCAF8	exp	1
P04049	Q09013	RAF1	DMPK	exp;pred	1
P04049	P10398	RAF1	ARAF	exp;pred	1
P04049	Q13490	RAF1	BIRC2	exp;pred	1
P04049	P27361	RAF1	MAPK3	exp;ortho;pred	1
P04049	Q86V15	RAF1	CASZ1	exp	1
P04049	Q96CA5	RAF1	BIRC7	exp	1
P04049	P30533	RAF1	LRPAP1	exp	1
P04049	Q9UBW8	RAF1	COPS7A	exp	1
P04049	Q00005	RAF1	PPP2R2B	exp;pred	1
P04049	P36873	RAF1	PPP1CC	exp;pred	1
P04049	Q16543	RAF1	CDC37	exp;pred	1
P04049	Q6TCH7	RAF1	PAQR3	exp;pred	1
P04049	Q8NE63	RAF1	HIPK4	exp	1
P04049	P68104	RAF1	EEF1A1	exp;pred	1
P04049	P62837	RAF1	UBE2D2	exp;pred	1
P04049	P10301	RAF1	RRAS	exp;pred	1
P04049	P10644	RAF1	PRKAR1A	exp;pred	1
P04049	P05787	RAF1	KRT8	exp;pred	1
P04049	P14784	RAF1	IL2RB	exp	1
P04049	P31327	RAF1	CPS1	exp;pred	1
P04049	P63151	RAF1	PPP2R2A	exp	1
P04049	P62834	RAF1	RAP1A	exp;pred	1
P04049	P49368	RAF1	CCT3	exp;pred	1
P04049	Q9UNE7	RAF1	STUB1	exp;pred	1
P04049	Q13233	RAF1	MAP3K1	exp;pred	1
P04049	Q92905	RAF1	COPS5	exp;pred	1
P04049	P09619	RAF1	PDGFRB	exp;pred	1
P04049	Q3ZCQ8	RAF1	TIMM50	exp;pred	1
P04049	P50402	RAF1	EMD	exp	1
P04049	P62070	RAF1	RRAS2	exp;pred	1
P04049	Q969H4	RAF1	CNKSR1	exp;pred	1
P04049	Q02156	RAF1	PRKCE	exp;ortho;pred	1
P04049	P14618	RAF1	PKM	exp;pred	1
P04049	Q14258	RAF1	TRIM25	exp	1
P04049	P63167	RAF1	DYNLL1	exp	1
P04049	P50990	RAF1	CCT8	exp	1
P04049	P67775	RAF1	PPP2CA	exp;pred	1
P04049	P10415	RAF1	BCL2	exp;pred	1
P04049	Q13131	RAF1	PRKAA1	exp;pred	1
P04049	Q15067	RAF1	ACOX1	exp	1
P04049	Q99683	RAF1	MAP3K5	exp;ortho;pred	1
P04049	Q05513	RAF1	PRKCZ	exp;pred	1
P04049	Q9UQM7	RAF1	CAMK2A	exp;pred	1
P04049	Q04917	RAF1	YWHAH	exp;pred	1
P04049	P04049	RAF1	RAF1	exp;pred	1
P04049	Q12805	RAF1	EFEMP1	exp	1
P04049	Q9Y4W2	RAF1	LAS1L	exp	1
P04049	P31946	RAF1	YWHAB	exp;pred	1
P04049	P21731	RAF1	TBXA2R	exp	1
P04049	Q13153	RAF1	PAK1	exp;ortho;pred	1
P04049	P27348	RAF1	YWHAQ	exp;pred	1
P04049	Q9BUB7	RAF1	TMEM70	exp	1
P04049	Q07817	RAF1	BCL2L1	exp;pred	1
P04049	P15036	RAF1	ETS2	exp	1
P04049	Q8N3V7	RAF1	SYNPO	exp	1
P04049	P17252	RAF1	PRKCA	exp;pred	1
P04049	P50150	RAF1	GNG4	exp	1
P04049	Q99576	RAF1	TSC22D3	exp;ortho;pred	1
P04049	P41182	RAF1	BCL6	exp;pred	1
P04049	Q13322	RAF1	GRB10	exp;ortho;pred	1
P04049	P61981	RAF1	YWHAG	exp;ortho;pred	1
P04049	Q15404	RAF1	RSU1	exp;pred	1
P04049	P98170	RAF1	XIAP	exp;pred	1
P04049	Q8IVT5	RAF1	KSR1	exp;ortho;pred	1
P04049	P19634	RAF1	SLC9A1	exp;pred	1
P04049	P06400	RAF1	RB1	exp;pred	1
P04049	Q5T3F8	RAF1	TMEM63B	exp	1
P04049	Q96TC7	RAF1	RMDN3	exp;pred	1
P04049	P04150	RAF1	NR3C1	exp;pred	1
P04049	Q96JY6	RAF1	PDLIM2	exp	1
P04049	Q9UNS2	RAF1	COPS3	exp	1
P04049	P07900	RAF1	HSP90AA1	exp;pred	1
P04049	Q13362	RAF1	PPP2R5C	exp	1
P04049	P06213	RAF1	INSR	exp;pred	1
P04049	Q9Y3D0	RAF1	FAM96B	exp	1
P04049	P62258	RAF1	YWHAE	exp;pred	1
P04049	Q9BQS8	RAF1	FYCO1	exp	1
P04049	Q13177	RAF1	PAK2	exp;pred	1
P04049	P28482	RAF1	MAPK1	exp;ortho;pred	1
P04049	Q13164	RAF1	MAPK7	exp;pred	1
P04049	Q13526	RAF1	PIN1	exp;pred	1
P04049	Q8IZL9	RAF1	CDK20	exp	1
P04049	Q9UKS6	RAF1	PACSIN3	exp	1
P04049	P63104	RAF1	YWHAZ	exp;ortho;pred	1
P04049	P29376	RAF1	LTK	exp	1
P04049	Q9UPT6	RAF1	MAPK8IP3	exp;pred	1
P04049	Q96FJ2	RAF1	DYNLL2	exp	1
P04049	Q05655	RAF1	PRKCD	exp;pred	1
P04049	Q15382	RAF1	RHEB	exp;pred	1
P04049	Q9UBG0	RAF1	MRC2	exp	1
P04049	P58340	RAF1	MLF1	exp	1
P04049	P06239	RAF1	LCK	exp;pred	1
P04049	P45983	RAF1	MAPK8	exp;pred	1
P04049	Q9UQ13	RAF1	SHOC2	exp;pred	1
P04049	Q15773	RAF1	MLF2	exp	1
P04179	Q13043	SOD2	STK4	exp	1
P04179	P60174	SOD2	TPI1	exp	1
P04179	Q9UGY1	SOD2	NOL12	exp	1
P04179	Q99798	SOD2	ACO2	exp	1
P04179	P51531	SOD2	SMARCA2	exp	1
P04179	Q9P0L0	SOD2	VAPA	exp	1
P04179	P51649	SOD2	ALDH5A1	exp	1
P04179	Q8N6T7	SOD2	SIRT6	exp	1
P04179	P16871	SOD2	IL7R	exp	1
P04179	P12955	SOD2	PEPD	exp	1
P04179	P30837	SOD2	ALDH1B1	exp	1
P04179	P04181	SOD2	OAT	exp	1
P04179	Q9UKE5	SOD2	TNIK	exp	1
P04179	Q7L5D6	SOD2	GET4	exp	1
P04179	P16104	SOD2	H2AFX	exp	1
P04179	P15374	SOD2	UCHL3	exp	1
P04179	P13929	SOD2	ENO3	exp	1
P04179	P09972	SOD2	ALDOC	exp	1
P04179	Q9HCS2	SOD2	CYP4F12	exp	1
P04179	P07237	SOD2	P4HB	exp	1
P04179	P80404	SOD2	ABAT	exp	1
P04179	Q9Y4P3	SOD2	TBL2	exp	1
P04179	P40337	SOD2	VHL	exp	1
P04179	Q14164	SOD2	IKBKE	exp	1
P04179	Q8TD30	SOD2	GPT2	exp	1
P04179	P05067	SOD2	APP	exp	1
P04179	Q9P275	SOD2	USP36	exp	1
P04179	P40925	SOD2	MDH1	exp	1
P04179	Q9H0R4	SOD2	HDHD2	exp	1
P04179	Q13029	SOD2	PRDM2	exp	1
P04179	Q13177	SOD2	PAK2	exp	1
P04179	Q9BQ15	SOD2	NABP2	exp	1
P04179	Q9GZU8	SOD2	FAM192A	exp	1
P04179	P62330	SOD2	ARF6	exp	1
P04179	P07954	SOD2	FH	exp	1
P04179	P30086	SOD2	PEBP1	exp	1
P04179	Q9UHQ7	SOD2	TCEAL9	exp	1
P04179	Q92545	SOD2	TMEM131	exp	1
P04179	P29372	SOD2	MPG	exp	1
P04179	P23508	SOD2	MCC	exp	1
P04179	Q12765	SOD2	SCRN1	exp	1
P04179	Q9Y6G9	SOD2	DYNC1LI1	exp	1
P04179	P29401	SOD2	TKT	exp	1
P04179	P05091	SOD2	ALDH2	exp	1
P04179	P04179	SOD2	SOD2	exp;ortho;pred	1
P04179	P30038	SOD2	ALDH4A1	exp	1
P04179	P14625	SOD2	HSP90B1	exp	1
P04179	Q8IWV8	SOD2	UBR2	exp	1
P04179	P11441	SOD2	UBL4A	exp	1
P04179	P61604	SOD2	HSPE1	exp	1
P04179	Q14789	SOD2	GOLGB1	exp	1
P04179	P36969	SOD2	GPX4	exp	1
P04179	Q14258	SOD2	TRIM25	exp	1
P04179	P30044	SOD2	PRDX5	exp	1
P05556	P53708	ITGB1	ITGA8	exp;pred	1
P05556	Q9UL25	ITGB1	RAB21	exp	1
P05556	P27694	ITGB1	RPA1	exp	1
P05556	P98160	ITGB1	HSPG2	exp	1
P05556	P31946	ITGB1	YWHAB	exp;pred	1
P05556	P17301	ITGB1	ITGA2	exp;ortho;pred	1
P05556	P08195	ITGB1	SLC3A2	exp;pred	1
P05556	P67775	ITGB1	PPP2CA	exp	1
P05556	P16671	ITGB1	CD36	exp;pred	1
P05556	Q16827	ITGB1	PTPRO	exp	1
P05556	P27824	ITGB1	CANX	exp	1
P05556	P60981	ITGB1	DSTN	exp	1
P05556	Q71U36	ITGB1	TUBA1A	exp	1
P05556	Q9P0N5	ITGB1	TMEM216	exp	1
P05556	Q9Y490	ITGB1	TLN1	exp;ortho;pred	1
P05556	P39060	ITGB1	COL18A1	exp	1
P05556	Q9Y3P9	ITGB1	RABGAP1	exp	1
P05556	P17931	ITGB1	LGALS3	exp;ortho;pred	1
P05556	P55072	ITGB1	VCP	exp	1
P05556	P07948	ITGB1	LYN	exp;pred	1
P05556	P32927	ITGB1	CSF2RB	exp;pred	1
P05556	P17813	ITGB1	ENG	exp;ortho	1
P05556	Q13492	ITGB1	PICALM	exp	1
P05556	Q9BQ95	ITGB1	ECSIT	exp	1
P05556	Q9ULR3	ITGB1	PPM1H	exp	1
P05556	P21333	ITGB1	FLNA	exp;pred	1
P05556	P29353	ITGB1	SHC1	exp;pred	1
P05556	P14555	ITGB1	PLA2G2A	exp	1
P05556	P30101	ITGB1	PDIA3	exp;pred	1
P05556	Q9UK22	ITGB1	FBXO2	exp	1
P05556	Q99704	ITGB1	DOK1	exp;pred	1
P05556	P35240	ITGB1	NF2	exp;pred	1
P05556	P06733	ITGB1	ENO1	exp	1
P05556	Q6NUS6	ITGB1	TCTN3	exp	1
P05556	P18206	ITGB1	VCL	exp	1
P05556	P05556	ITGB1	ITGB1	exp	1
P05556	Q15717	ITGB1	ELAVL1	exp	1
P05556	P16070	ITGB1	CD44	exp	1
P05556	Q13797	ITGB1	ITGA9	exp;pred	1
P05556	P12814	ITGB1	ACTN1	exp	1
P05556	P21980	ITGB1	TGM2	exp;pred	1
P05556	P23229	ITGB1	ITGA6	exp;ortho;pred	1
P05556	Q02078	ITGB1	MEF2A	exp	1
P05556	Q05397	ITGB1	PTK2	exp;ortho;pred	1
P05556	Q92903	ITGB1	CDS1	exp	1
P05556	P08648	ITGB1	ITGA5	exp;ortho;pred	1
P05556	Q9UBV2	ITGB1	SEL1L	exp	1
P05556	Q08722	ITGB1	CD47	exp;ortho;pred	1
P05556	Q9BY76	ITGB1	ANGPTL4	exp	1
P05556	Q96S59	ITGB1	RANBP9	exp	1
P05556	P15927	ITGB1	RPA2	exp	1
P05556	P35244	ITGB1	RPA3	exp	1
P05556	P49023	ITGB1	PXN	exp;ortho;pred	1
P05556	P31749	ITGB1	AKT1	exp;pred	1
P05556	Q14192	ITGB1	FHL2	exp;pred	1
P05556	P26006	ITGB1	ITGA3	exp;ortho;pred	1
P05556	P29317	ITGB1	EPHA2	exp	1
P05556	P15531	ITGB1	NME1	exp;pred	1
P05556	P08962	ITGB1	CD63	exp;pred	1
P05556	P09382	ITGB1	LGALS1	exp;pred	1
P05556	P19320	ITGB1	VCAM1	exp;pred	1
P05556	Q9H0W5	ITGB1	CCDC8	exp	1
P05556	Q13017	ITGB1	ARHGAP5	exp;pred	1
P05556	Q13683	ITGB1	ITGA7	exp;pred	1
P05556	Q6DD88	ITGB1	ATL3	exp	1
P05556	P46937	ITGB1	YAP1	exp	1
P05556	Q9H0F6	ITGB1	SHARPIN	exp	1
P05556	P21926	ITGB1	CD9	exp;pred	1
P05556	Q12929	ITGB1	EPS8	exp;pred	1
P05556	Q13283	ITGB1	G3BP1	exp	1
P05556	Q13418	ITGB1	ILK	exp;pred	1
P05556	P78536	ITGB1	ADAM17	exp	1
P05556	P15336	ITGB1	ATF2	exp	1
P05556	P20339	ITGB1	RAB5A	exp	1
P05556	P17252	ITGB1	PRKCA	exp;pred	1
P05556	Q9Y6C2	ITGB1	EMILIN1	exp;pred	1
P05556	P06756	ITGB1	ITGAV	exp;pred	1
P05556	P18031	ITGB1	PTPN1	exp;pred	1
P05556	Q92930	ITGB1	RAB8B	exp	1
P05556	Q9HD67	ITGB1	MYO10	exp	1
P05556	Q14118	ITGB1	DAG1	exp	1
P05556	P15529	ITGB1	CD46	exp;pred	1
P05556	Q9NRD1	ITGB1	FBXO6	exp	1
P05556	P08253	ITGB1	MMP2	exp	1
P05556	Q9HAU5	ITGB1	UPF2	exp	1
P05556	Q63HR2	ITGB1	TNS2	exp	1
P05556	Q9Y275	ITGB1	TNFSF13B	exp	1
P05556	Q8IWL3	ITGB1	HSCB	exp	1
P05556	P10451	ITGB1	SPP1	exp;pred	1
P05556	Q92536	ITGB1	SLC7A6	exp	1
P05556	P10809	ITGB1	HSPD1	exp	1
P05556	P78423	ITGB1	CX3CL1	exp	1
P05556	Q96GX1	ITGB1	TCTN2	exp	1
P05556	Q9UKX5	ITGB1	ITGA11	exp;pred	1
